,type,company,title,salary,location,date,year
9542,DA,FERGUSON CONSULTING INC,SENIOR DATA ANALYST,90000.0,"MARYLAND HEIGHTS, MO",2019-06-25,2019
1517,ML,FERRUM HEALTH INC,MACHINE LEARNING INFRASTRUCTURE ENGINEER,130000.0,"SAN FRANCISCO, CA",2019-03-11,2019
3343,DE,FETCH INC,SENIOR DATA ENGINEER,125000.0,"NEWTOWN SQUARE, PA",2019-04-11,2019
268,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,57221.0,"BOSTON, MA",2019-03-05,2019
433,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,64272.0,"DURHAM, NC",2019-03-24,2019
1568,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,82618.0,"BOSTON, MA",2019-02-07,2019
1569,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,82618.0,"BOSTON, MA",2019-02-11,2019
1570,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,82618.0,"BOSTON, MA",2019-03-11,2019
2442,DS,FIDELITY BROKERAGE SERVICES LLC,DATA SCIENTIST,91458.0,"BOSTON, MA",2019-09-18,2019
676,DA,FIDELITY BROKERAGE SERVICES LLC,DATA ANALYST,45802.0,"DURHAM, NC",2019-03-26,2019
1144,DA,FIDELITY EMPLOYERS SERVICES LLC,DATA ANALYST,56472.0,"DURHAM, NC",2019-02-25,2019
2313,DA,FIDELITY INVESTMENTS INSTITUTIONAL OPERATIONS COMPANY INC,DATA ANALYST,63700.0,"SMITHFIELD, RI",2019-03-11,2019
805,DS,FIDELITY INVESTMENTS INSTITUTIONAL SERVICES COMPANY INC,DATA SCIENTIST,71698.0,"SMITHFIELD, RI",2019-03-22,2019
2084,DS,FIGUR8 INC,DATA SCIENTIST,89086.0,"BOSTON, MA",2019-03-06,2019
6313,DS,FIGURE EIGHT TECHNOLOGIES INC,DATA SCIENTIST,140000.0,"SAN FRANCISCO, CA",2019-08-07,2019
4041,DA,FILESTACK INC,DATA ANALYST,75000.0,"SAN ANTONIO, TX",2019-02-20,2019
2276,DA,FINANCIAL RECOVERY GROUP INC,DATA ANALYST,63128.0,"SUNRISE, FL",2019-07-17,2019
839,DA,FINANCIAL RECOVERY SERVICES LLC,DATA ANALYST,51064.0,"SOUTH HACKENSACK, NJ",2019-03-29,2019
2145,DA,FINANCIAL RECOVERY TECHNOLOGIES LLC,DATA ANALYST,62005.0,"MEDFORD, MA",2019-03-15,2019
1085,DE,FINSOFT CONSULTANTS INC,DATA ENGINEER,92000.0,"DETROIT, MI",2019-01-16,2019
1252,DS,FINXERA INC,DATA SCIENTIST,80000.0,"SAN JOSE, CA",2019-02-14,2019
2485,DS,FINXERA INC,DATA SCIENTIST,92414.0,"SAN JOSE, CA",2019-02-14,2019
3617,DE,FIREFLY SYSTEMS INC,SENIOR DATA ENGINEER,150000.0,"SAN FRANCISCO, CA",2019-02-19,2019
10415,DA,FIREWOOD MARKETING INC,DATA ANALYTICS LEAD,125000.0,"MOUNTAIN VIEW, CA",2019-07-29,2019
10416,DA,FIREWOOD MARKETING INC,DATA ANALYTICS LEAD,125000.0,"MOUNTAIN VIEW, CA",2019-02-05,2019
4001,DS,FIRST CONSULTING GROUP LLC,DATA SCIENTIST,109346.0,"ASHBURN, VA",2019-08-30,2019
9183,DS,FIRST CONSULTING GROUP LLC,DATA SCIENTIST ENGINEER,74006.0,"MORRISVILLE, NC",2019-03-09,2019
9579,DA,FIRST DATA CARD SOLUTIONS INC,SENIOR DATA ANALYST,90372.0,"CORAL SPRINGS, FL",2019-08-08,2019
9604,DA,FIRST DATA CORPORATION,SENIOR DATA ANALYST,91000.0,"SAN DIEGO, CA",2019-03-07,2019
9605,DA,FIRST DATA CORPORATION,SENIOR DATA ANALYST,91000.0,"SAN DIEGO, CA",2019-03-18,2019
9578,DA,FIRST DATA MERCHANT SERVICES LLC,SENIOR DATA ANALYST,90372.0,"CORAL SPRINGS, FL",2019-09-18,2019
3350,DE,FIRST DATA MERCHANT SERVICES LLC,SENIOR DATA ENGINEER,125000.0,"SAN DIEGO, CA",2019-05-15,2019
10208,DA,FIRST HELP FINANCIAL LLC,DATA ANALYTICS ASSOCIATE,62000.0,"NEWTON, MA",2019-03-15,2019
10227,DA,FIRST HELP FINANCIAL LLC,DATA ANALYTICS ASSOCIATE,72000.0,"NEWTON, MA",2019-03-05,2019
10228,DA,FIRST HELP FINANCIAL LLC,DATA ANALYTICS ASSOCIATE,72000.0,"NEWTON, MA",2019-03-05,2019
1089,DS,FIRST LEADS INC,DATA SCIENTIST,76000.0,"TAMPA, FL",2019-05-08,2019
6465,DA,FIRST REPUBLIC BANK,DATA ANALYST,122500.0,"SAN FRANCISCO, CA",2019-03-08,2019
6593,DA,FIRST REPUBLIC BANK,DATA ANALYST,145000.0,"SAN FRANCISCO, CA",2019-01-08,2019
8251,DA,FIRST REPUBLIC BANK,DATA ANALYST ENGINEER,115000.0,"SAN FRANCISCO, CA",2019-03-08,2019
10078,DA,FIRST REPUBLIC BANK,SENIOR DATA ANALYST,155000.0,"SAN FRANCISCO, CA",2019-05-23,2019
3615,DE,FIRST REPUBLIC BANK,SENIOR DATA ENGINEER,150000.0,"SAN FRANCISCO, CA",2019-01-11,2019
3616,DE,FIRST REPUBLIC BANK,SENIOR DATA ENGINEER,150000.0,"SAN FRANCISCO, CA",2019-03-27,2019
2807,DA,FIRST TEK INC,DATA ANALYST,65790.0,"WOODCLIFF LAKE, NJ",2019-07-02,2019
8917,DA,FIRST WASHINGTON REALTY INC,SENIOR DATA ANALYST,70000.0,"BETHESDA, MD",2019-05-02,2019
1087,ML,FIRSTAI INC,MACHINE LEARNING ENGINEER,110000.0,"NEW YORK, NY",2019-02-26,2019
9881,DA,FISCALNOTE INC,SENIOR DATA ANALYST,110000.0,"WASHINGTON D.C., DC",2019-04-30,2019
413,DS,FITPLAN TECHNOLOGIES INC,DATA SCIENTIST,63232.0,"LOS ANGELES, CA",2019-03-15,2019
3826,DA,FIVEBY SOLUTIONS INC,DATA ANALYST,74048.0,"SEATTLE, WA",2019-03-06,2019
1026,ML,FLAGSHIP LABS 65 INC,MACHINE LEARNING ENGINEER,99432.0,"CAMBRIDGE, MA",2019-08-06,2019
6255,DA,FLEX CONSULTING GROUP INC,DATA ANALYST,106500.0,"EDISON, NJ",2019-03-22,2019
2901,DS,FLEXASOFT LLC,DATA SCIENTIST,95638.0,"SANTA CLARA, CA",2019-03-21,2019
2903,DS,FLEXASOFT LLC,DATA SCIENTIST,95638.0,"SANTA CLARA, CA",2019-03-26,2019
2904,DS,FLEXASOFT LLC,DATA SCIENTIST,95638.0,"SANTA CLARA, CA",2019-03-26,2019
4003,DS,FLEXASOFT LLC,DATA SCIENTIST,109554.0,"MOUNTAIN VIEW, CA",2019-07-03,2019
354,DE,FLEXASOFT LLC,DATA ENGINEER,74048.0,"REDMOND, WA",2019-02-27,2019
355,DE,FLEXASOFT LLC,DATA ENGINEER,74048.0,"REDMOND, WA",2019-02-27,2019
356,DE,FLEXASOFT LLC,DATA ENGINEER,74048.0,"REDMOND, WA",2019-03-16,2019
357,DE,FLEXASOFT LLC,DATA ENGINEER,74048.0,"REDMOND, WA",2019-03-22,2019
1484,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-16,2019
1485,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-19,2019
1486,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-20,2019
1487,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-20,2019
1488,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-21,2019
1489,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-22,2019
1490,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-22,2019
1491,DE,FLEXASOFT LLC,DATA ENGINEER,101837.0,"REDMOND, WA",2019-03-22,2019
5568,DS,FLEXON TECHNOLOGIES INC,DATA SCIENTIST,125674.0,"EL SEGUNDO, CA",2019-04-26,2019
8113,DA,FLEXON TECHNOLOGIES INC,DATA ANALYST BUSINESS INTELLIGENCE ANALYST,77189.0,"CHICAGO, IL",2019-03-06,2019
8704,DA,FLEXON TECHNOLOGIES INC,DATA ANALYST SOFTWARE DEVELOPER,85904.0,"ONTARIO, CA",2019-03-21,2019
3166,DE,FLEXTON INC,SENIOR DATA ENGINEER,109242.0,"SUNNYVALE, CA",2019-04-05,2019
3440,DE,FLEXTON INC,SENIOR DATA ENGINEER,135000.0,"SUNNYVALE, CA",2019-08-21,2019
955,ML,FLOCK GROUP INC,MACHINE LEARNING ENGINEER,90000.0,"ATLANTA, GA",2019-03-13,2019
1158,DS,FLORIDA INTERNATIONAL UNIVERSITY,DATA SCIENTIST,77655.0,"MIAMI, FL",2019-09-20,2019
8166,DS,FLORIDA POWER & LIGHT COMPANY,SENIOR DATA SCIENTIST,140000.0,"JUPITER, FL",2019-08-27,2019
4948,DS,FLOWCOMMAND INC,DATA SCIENTIST,120000.0,"SAN FRANCISCO, CA",2019-03-15,2019
3199,DA,FLUENT LLC,DATA ANALYST,70000.0,"NEW YORK, NY",2019-03-23,2019
3200,DA,FLUENT LLC,DATA ANALYST,70000.0,"NEW YORK, NY",2019-03-23,2019
9249,DS,FLUOR ENTERPRISES INC,DATA SCIENTIST I,80000.0,"SUGAR LAND, TX",2019-03-14,2019
9250,DS,FLUOR ENTERPRISES INC,DATA SCIENTIST I,80000.0,"SUGAR LAND, TX",2019-02-26,2019
9252,DS,FLUOR ENTERPRISES INC,DATA SCIENTIST I,80000.0,"SUGAR LAND, TX",2019-02-26,2019
5416,DS,FLYR INC,DATA SCIENTIST,125000.0,"SAN FRANCISCO, CA",2019-03-07,2019
776,DE,FLYSOFT INC,DATA ENGINEER,85426.0,"RALEIGH, NC",2019-03-19,2019
2035,DA,FMR LLC,DATA ANALYST,61693.0,"BOSTON, MA",2019-02-19,2019
10158,DA,FMR LLC,DATA ANALYTICS AND INSIGHT MANAGER,70741.0,"WESTLAKE, TX",2019-02-05,2019
10405,DA,FOCAL POINT DATA RISK LLC,DATA ANALYTICS IMPLEMENTATION LEADER,113464.0,"BOCA RATON, FL",2019-02-22,2019
3846,DE,FONTEVA INC,DATA ENGINEER - DELIVERY,86590.0,"ARLINGTON, VA",2019-04-01,2019
4063,DS,FOOT LOCKER CORPORATE SERVICES INC,DATA SCIENTIST,110000.0,"BRADENTON, FL",2019-04-16,2019
9678,DA,FOOT LOCKER CORPORATE SERVICES INC,SENIOR DATA ANALYST,95000.0,"BRADENTON, FL",2019-06-21,2019
1400,DE,FOOT LOCKER CORPORATE SERVICES INC,DATA ENGINEER,100000.0,"BRADENTON, FL",2019-08-26,2019
1695,DS,FOOT LOCKER RETAIL INC,DATA SCIENTIST,85000.0,"BRADENTON, FL",2019-03-19,2019
3213,DA,FOOT LOCKER RETAIL INC,DATA ANALYST,70000.0,"BRADENTON, FL",2019-03-11,2019
3214,DA,FOOT LOCKER RETAIL INC,DATA ANALYST,70000.0,"BRADENTON, FL",2019-03-27,2019
3561,DA,FOOT LOCKER RETAIL INC,DATA ANALYST,71600.0,"CAMP HILL, PA",2019-03-11,2019
4016,DA,FOOT LOCKER RETAIL INC,DATA ANALYST,75000.0,"BRADENTON, FL",2019-03-07,2019
5151,DA,FOOT LOCKER RETAIL INC,DATA ANALYST,85000.0,"BRADENTON, FL",2019-03-11,2019
9370,DA,FOOT LOCKER RETAIL INC,SENIOR DATA ANALYST,85000.0,"BRADENTON, FL",2019-03-11,2019
9371,DA,FOOT LOCKER RETAIL INC,SENIOR DATA ANALYST,85000.0,"BRADENTON, FL",2019-03-27,2019
655,DE,FOOT LOCKER RETAIL INC,DATA ENGINEER,83000.0,"NEW YORK, NY",2019-03-13,2019
706,DE,FOOT LOCKER RETAIL INC,DATA ENGINEER,84490.0,"MANATEE, FL",2019-03-11,2019
707,DE,FOOT LOCKER RETAIL INC,DATA ENGINEER,84490.0,"BRADENTON, FL",2019-03-11,2019
708,DE,FOOT LOCKER RETAIL INC,DATA ENGINEER,84490.0,"BRADENTON, FL",2019-03-24,2019
1564,DE,FOOT LOCKER RETAIL INC,DATA ENGINEER,105000.0,"BRADENTON, FL",2019-03-27,2019
3183,DE,FOOT LOCKER RETAIL INC,SENIOR DATA ENGINEER,110000.0,"BRADENTON, FL",2019-02-27,2019
4078,DS,FORBES MEDIA LLC,DATA SCIENTIST,110000.0,"JERSEY CITY, NJ",2019-01-31,2019
782,ML,FORD MOTOR COMPANY,MACHINE LEARNING AND COMPUTER VISION RESEARCH ENGINEER,141586.0,"PALO ALTO, CA",2019-07-29,2019
807,ML,FORD MOTOR COMPANY,MACHINE LEARNING DATA SCIENTIST,61140.0,"DEARBORN, MI",2019-01-07,2019
1506,ML,FORD MOTOR COMPANY,MACHINE LEARNING FOR AUTONOMOUS VEHICLES RESEARCH ENGINEER,96600.0,"DEARBORN, MI",2019-06-03,2019
1270,ML,FORESIGHT AI INC,MACHINE LEARNING ENGINEER,140000.0,"SAN JOSE, CA",2019-02-27,2019
1271,ML,FORESIGHT AI INC,MACHINE LEARNING ENGINEER,140000.0,"SAN JOSE, CA",2019-02-27,2019
1269,ML,FORESIGHT INC,MACHINE LEARNING ENGINEER,140000.0,"SAN JOSE, CA",2019-02-27,2019
2481,DE,FORMLABS INC,DATA ENGINEER,140000.0,"SOMERVILLE, MA",2019-07-01,2019
1283,DA,FORMOSA PLASTICS CORPORATION USA,DATA ANALYST,58922.0,"LIVINGSTON, NJ",2019-03-25,2019
10112,DS,FORTIS TALENT LLC,DATA SCIENCE AND MACHINE LEARNING,135000.0,"PLANO, TX",2019-07-08,2019
9481,DS,FOUNDATION MEDICINE INC,DATA SCIENTIST II,82618.0,"CAMBRIDGE, MA",2019-03-11,2019
1939,DA,FOUNDATION MEDICINE INC,DATA ANALYST,60674.0,"CAMBRIDGE, MA",2019-02-19,2019
3031,DA,FOUNDATION MEDICINE INC,DATA ANALYST,67954.0,"BOSTON, MA",2019-07-22,2019
2798,DA,FOURTHWALL MEDIA INC,DATA ANALYST,65686.0,"DULLES, VA",2019-03-13,2019
1972,DS,FRACTAL ANALYTICS INC,DATA SCIENTIST,87464.0,"NEW YORK, NY",2019-03-01,2019
7456,DS,FRACTAL ANALYTICS INC,SENIOR DATA SCIENTIST,87464.0,"NEW YORK, NY",2019-03-01,2019
9113,DS,FRED'S INC,DATA SCIENTIST BAL#,80000.0,"DALLAS, TX",2019-03-11,2019
4308,DS,FREE STREAM MEDIA CORPORATION,DATA SCIENTIST,111000.0,"SAN FRANCISCO, CA",2019-03-08,2019
5000,DS,FREE STREAM MEDIA CORPORATION,DATA SCIENTIST,120000.0,"SAN FRANCISCO, CA",2019-03-06,2019
2009,DE,FREE STREAM MEDIA CORPORATION,DATA ENGINEER,120000.0,"SAN FRANCISCO, CA",2019-02-19,2019
2152,DE,FREE STREAM MEDIA CORPORATION,DATA ENGINEER,124000.0,"SAN FRANCISCO, CA",2019-02-21,2019
3799,DE,FREE STREAM MEDIA CORPORATION,SENIOR DATA ENGINEER,180000.0,"SAN FRANCISCO, CA",2019-03-04,2019
10563,DS,FREEDOM MORTGAGE CORPORATION,DATA SCIENCE PREDICTIVE MODELER,68453.0,"MOUNT LAUREL, NJ",2019-03-07,2019
9376,DS,FREEPORT MINERALS CORPORATION,DATA SCIENTIST I,115000.0,"PHOENIX, AZ",2019-08-27,2019
887,ML,FRELII INC,MACHINE LEARNING ENGINEER,65000.0,"LEHI, UT",2019-03-16,2019
888,ML,FRELII INC,MACHINE LEARNING ENGINEER,65000.0,"LEHI, UT",2019-03-16,2019
889,ML,FRELII INC,MACHINE LEARNING ENGINEER,65000.0,"WEST JORDAN, UT",2019-03-20,2019
915,ML,FRELII INC,MACHINE LEARNING ENGINEER,77938.0,"LEHI, UT",2019-03-16,2019
1012,ML,FRELII INC,MACHINE LEARNING ENGINEER,96803.0,"LEHI, UT",2019-03-16,2019
4298,DS,FRESH GRAVITY INC,DATA SCIENTIST,110822.0,"ARLINGTON, VA",2019-03-06,2019
927,DE,FRESHLIME INC,DATA ENGINEER,90000.0,"LEHI, UT",2019-06-14,2019
4469,DS,FRESHPLANET INC,DATA SCIENTIST,114317.0,"NEW YORK, NY",2019-03-14,2019
6548,DS,FRIENDBUY,DATA SCIENTIST,145000.0,"LOS ANGELES, CA",2019-03-13,2019
6549,DS,FRIENDBUY,DATA SCIENTIST,145000.0,"LOS ANGELES, CA",2019-03-13,2019
2471,DA,FRONTIER TECHNOLOGY LLC,DATA ANALYST,65000.0,"TEMPE, AZ",2019-05-17,2019
3576,DA,FRONTIER TECHNOLOGY LLC,DATA ANALYST,72000.0,"TEMPE, AZ",2019-05-28,2019
2283,DE,FUBOTV,DATA ENGINEER,130000.0,"NEW YORK, NY",2019-02-05,2019
7766,DS,FUELCOMM INC,SENIOR DATA SCIENTIST,115000.0,"SEATTLE, WA",2019-02-20,2019
10278,DS,FUGRO USA MARINE INC,DATA SCIENCE ENGINEER,74256.0,"LAFAYETTE, LA",2019-03-13,2019
1975,DS,FULCRUM ANALYTICS INC,DATA SCIENTIST,87500.0,"NEW YORK, NY",2019-02-20,2019
1976,DS,FULCRUM ANALYTICS INC,DATA SCIENTIST,87500.0,"NEW YORK, NY",2019-02-20,2019
1977,DS,FULCRUM ANALYTICS INC,DATA SCIENTIST,87500.0,"NEW YORK, NY",2019-02-26,2019
3945,DE,FULLSCREEN INC,DATA ENGINEER BAL,82597.0,"LOS ANGELES, CA",2019-04-16,2019
3946,DE,FULLSCREEN INC,DATA ENGINEER BAL,100000.0,"LOS ANGELES, CA",2019-08-05,2019
4044,DS,FULLSTORY INC,DATA SCIENTIST,110000.0,"ATLANTA, GA",2019-04-03,2019
3080,DA,FUN-GI GAMES LLC,DATA ANALYST,68307.0,"LOS ANGELES, CA",2019-03-18,2019
5475,DA,FUNDBOX INC,DATA ANALYST,90000.0,"SAN FRANCISCO, CA",2019-03-19,2019
6356,DA,FUNDBOX INC,DATA ANALYST,112500.0,"SAN FRANCISCO, CA",2019-03-22,2019
4020,DS,FUNDING CIRCLE USA INC,DATA SCIENTIST,110000.0,"SAN FRANCISCO, CA",2019-03-14,2019
1616,ML,FUSION COMPANY,MACHINE LEARNING SCIENTIST,88982.0,"RICHMOND, VA",2019-03-13,2019
4387,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,76900.0,"CHARLOTTE, NC",2019-02-12,2019
6046,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,99500.0,"OWINGS MILLS, MD",2019-04-17,2019
6210,DA,FUSION PLUS SOLUTIONS INC,DATA ANALYST,104500.0,"RESTON, VA",2019-06-06,2019
679,DE,FUSION PLUS SOLUTIONS INC,DATA ENGINEER,83699.0,"RESEARCH TRIANGLE PARK, NC",2019-03-04,2019
2301,DA,FUTRAN SOLUTIONS INC,DATA ANALYST,63500.0,"LOS ANGELES, CA",2019-03-07,2019
2302,DA,FUTRAN SOLUTIONS INC,DATA ANALYST,63500.0,"ROLAND HEIGHTS, CA",2019-03-16,2019
336,DA,FUTURE HOMES FUND LLC,DATA ANALYST,72600.0,"SANTA CLARA, CA",2019-03-25,2019
337,DA,FUTURE HOMES FUND LLC,DATA ANALYST,72600.0,"SANTA CLARA, CA",2019-03-25,2019
9191,DS,FUTURE INTERNATIONAL EDUCATION CENTER LLC,DATA SCIENTIST ENGINEER,109284.0,"MOUNTAIN VIEW, CA",2019-03-04,2019
907,DS,FUZZY LOGIX INC,DATA SCIENTIST,74100.0,"CHARLOTTE, NC",2019-03-04,2019
908,DS,FUZZY LOGIX INC,DATA SCIENTIST,74100.0,"CHARLOTTE, NC",2019-03-04,2019
958,DS,FUZZY LOGIX INC,DATA SCIENTIST,75000.0,"CHARLOTTE, NC",2019-03-04,2019
1025,DA,GALAXY3 LLC,DATA ANALYST,55000.0,"NEW YORK, NY",2019-03-13,2019
1026,DA,GALAXY3 LLC,DATA ANALYST,55000.0,"NEW YORK, NY",2019-03-14,2019
721,DE,GALLEGA SOFTWARE SOLUTIONS INC,DATA ENGINEER,85000.0,"PLEASANTON, CA",2019-01-22,2019
1116,DE,GALLEGA SOFTWARE SOLUTIONS INC,DATA ENGINEER,93000.0,"PLEASANTON, CA",2019-07-08,2019
2542,DE,GALLEGA SOFTWARE SOLUTIONS INC,DATA ENGINEER,141000.0,"PLEASANTON, CA",2019-06-24,2019
518,DS,GARAGE SOLUTIONS LLC,DATA SCIENTIST,66000.0,"ORLANDO, FL",2019-03-15,2019
8812,DS,GARRETT TRANSPORTATION I INC,DATA SCIENTIST 1,85000.0,"ATLANTA, GA",2019-02-19,2019
4067,DS,GARTNER INC,DATA SCIENTIST,110000.0,"STAMFORD, CT",2019-03-11,2019
1204,DE,GARTNER INC,DATA ENGINEER,95000.0,"STAMFORD, CT",2019-03-06,2019
1399,DE,GARTNER INC,DATA ENGINEER,100000.0,"STAMFORD, CT",2019-03-11,2019
1086,DS,GASBUDDY LLC,DATA SCIENTIST,75800.0,"BOSTON, MA",2019-03-04,2019
2060,DA,GAT AIRLINE GROUND SUPPORT INC,DATA ANALYST,62000.0,"PEACHTREE CITY, GA",2019-03-14,2019
4397,DS,GCP APPLIED TECHNOLOGIES INC,DATA SCIENTIST,112923.0,"CAMBRIDGE, MA",2019-03-20,2019
7911,DS,GE HEALTHCARE IITS USA CORP,SENIOR DATA SCIENTIST,125000.0,"SAN RAMON, CA",2019-03-14,2019
7912,DS,GE HEALTHCARE IITS USA CORP,SENIOR DATA SCIENTIST,125000.0,"SAN RAMON, CA",2019-02-15,2019
7913,DS,GE HEALTHCARE IITS USA CORP,SENIOR DATA SCIENTIST,125000.0,"SAN RAMON, CA",2019-02-15,2019
8081,DS,GE HEALTHCARE IITS USA CORP,SENIOR DATA SCIENTIST,135000.0,"SAN RAMON, CA",2019-03-21,2019
266,DE,GEAKMINDS INC,DATA ENGINEER,70000.0,"ARLINGTON, VA",2019-03-27,2019
341,DE,GEAKMINDS INC,DATA ENGINEER,72862.0,"ARLINGTON, VA",2019-03-27,2019
2138,DS,GEISINGER SYSTEM SERVICES,DATA SCIENTIST,90000.0,"DANVILLE, PA",2019-01-17,2019
2151,DS,GEISINGER SYSTEM SERVICES,DATA SCIENTIST,90000.0,"DANVILLE, PA",2019-05-09,2019
2935,DE,GEISINGER SYSTEM SERVICES,SENIOR DATA ENGINEER,78000.0,"DANVILLE, PA",2019-06-19,2019
3811,DE,GEMINI TRUST COMPANY LLC,SENIOR DATA ENGINEER,195000.0,"NEW YORK, NY",2019-08-21,2019
3474,DS,GENENTECH INC,DATA SCIENTIST,101600.0,"SOUTH SAN FRANCISCO, CA",2019-03-13,2019
1981,DE,GENERAL ASSEMBLY SPACE INC,DATA ENGINEER,120000.0,"DUBLIN, CA",2019-03-04,2019
8667,DA,GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF UMC,DATA ANALYST REPORT DEVELOPER,71480.0,"NASHVILLE, TN",2019-03-11,2019
8668,DA,GENERAL COUNCIL ON FINANCE AND ADMINISTRATION OF UMC,DATA ANALYST REPORT DEVELOPER,71480.0,"NASHVILLE, TN",2019-03-11,2019
4499,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,115000.0,"SAN RAMON, CA",2019-02-13,2019
4837,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,117800.0,"SAN RAMON, CA",2019-06-21,2019
4840,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,118000.0,"SAN RAMON, CA",2019-06-10,2019
5619,DS,GENERAL ELECTRIC COMPANY,DATA SCIENTIST,128000.0,"SAN RAMON, CA",2019-06-21,2019
8079,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,135000.0,"SAN RAMON, CA",2019-02-20,2019
8211,DS,GENERAL ELECTRIC COMPANY,SENIOR DATA SCIENTIST,141500.0,"SAN RAMON, CA",2019-02-04,2019
7823,DS,GENERAL ELECTRIC INTERNATIONAL INC,SENIOR DATA SCIENTIST,120000.0,"SAN RAMON, CA",2019-01-29,2019
7824,DS,GENERAL ELECTRIC INTERNATIONAL INC,SENIOR DATA SCIENTIST,120000.0,"SAN RAMON, CA",2019-01-30,2019
7998,DS,GENERAL ELECTRIC INTERNATIONAL INC,SENIOR DATA SCIENTIST,130000.0,"SAN RAMON, CA",2019-01-29,2019
7999,DS,GENERAL ELECTRIC INTERNATIONAL INC,SENIOR DATA SCIENTIST,130000.0,"SAN RAMON, CA",2019-01-31,2019
8442,DA,GENERAL HOSPITAL CORPORATION,DATA ANALYST II,80000.0,"CHARLESTOWN, MA",2019-04-16,2019
5268,DS,GENERAL MOTORS COMPANY,DATA SCIENTIST,121846.0,"DETROIT, MI",2019-05-01,2019
5269,DS,GENERAL MOTORS COMPANY,DATA SCIENTIST,121846.0,"DETROIT, MI",2019-05-01,2019
5460,DA,GENERAL MOTORS COMPANY,DATA ANALYST,89610.0,"DETROIT, MI",2019-03-05,2019
5461,DA,GENERAL MOTORS COMPANY,DATA ANALYST,89610.0,"DETROIT, MI",2019-03-05,2019
6168,DA,GENERAL MOTORS COMPANY,DATA ANALYST,101770.0,"DETROIT, MI",2019-06-11,2019
6169,DA,GENERAL MOTORS COMPANY,DATA ANALYST,101770.0,"DETROIT, MI",2019-06-11,2019
1241,DE,GENERAL MOTORS COMPANY,DATA ENGINEER,95004.0,"DETROIT, MI",2019-02-19,2019
3132,DS,GENERAL MOTORS FINANCIAL COMPANY INC,DATA SCIENTIST,100000.0,"FORT WORTH, TX",2019-05-31,2019
9262,DS,GENERAL MOTORS FINANCIAL COMPANY INC,DATA SCIENTIST I,85000.0,"FORT WORTH, TX",2019-03-05,2019
6311,DS,GENESIS CAPITAL LLC,DATA SCIENTIST,140000.0,"SHERMAN OAKS, CA",2019-04-01,2019
4695,DA,GENIUS MINDS LLC,DATA ANALYST,80000.0,"EDEN PRAIRIE, MN",2019-02-19,2019
9872,DS,GENIUS PLAZA INC,DATA SCIENTIST S.D.,65000.0,"MIAMI, FL",2019-03-13,2019
1182,DE,GENUENT GLOBAL LLC,DATA ENGINEER,94661.0,"HOUSTON, TX",2019-02-14,2019
211,DE,GEODE CAPITAL MANAGEMENT LLC,DATA ENGINEER,65915.0,"BOSTON, MA",2019-02-08,2019
212,DE,GEODE CAPITAL MANAGEMENT LLC,DATA ENGINEER,65915.0,"BOSTON, MA",2019-02-13,2019
4527,DS,GEODIS LOGISTICS LLC,DATA SCIENTIST,115000.0,"BRENTWOOD, TN",2019-02-12,2019
2118,DE,GEOMETRIC RESULTS INC,DATA ENGINEER,121181.0,"HANOVER, MD",2019-07-16,2019
966,DA,GEORGETOWN UNIVERSITY,DATA ANALYST,53622.0,"WASHINGTON, DC",2019-07-22,2019
8209,DA,GEORGETOWN UNIVERSITY,DATA ANALYST DATABASE ADMINISTRATOR,52820.0,"WASHINGTON, DC",2019-08-07,2019
1510,DS,GEORGIA STATE UNIVERSITY,DATA SCIENTIST,82000.0,"ATLANTA, GA",2019-08-09,2019
1511,DS,GEORGIA STATE UNIVERSITY,DATA SCIENTIST,82000.0,"ATLANTA, GA",2019-08-12,2019
1692,DS,GEORGIA-PACIFIC LLC,DATA SCIENTIST,85000.0,"ATLANTA, GA",2019-03-06,2019
6714,DA,GEORGIA-PACIFIC LLC,DATA ANALYST - INFORMATION MANAGEMENT AND GOVERNANCE,60000.0,"ATLANTA, GA",2019-03-06,2019
725,DE,GEORGIA-PACIFIC LLC,DATA ENGINEER,85000.0,"ATLANTA, GA",2019-03-07,2019
